air_conditioning,alarm,area_gross,area_land,area_net,central_heating,condition,construction_year,county,description,energy,fireplace,garage,local,location,others,parking,pool,price,storage,title,toilets,type
False,False,156,,156,False,Para recuperar,,Lisboa,"Moradia composta por dois pisos, com 8 assoalhadas, com possibilidade de ficar independente por ter duas entradas, junto à Igreja de São Pedro Dois Portos. Com excelente exposição solar e vista desafogada.  Excelente oportunidade para habitação principal ou secundária a 40 km de Lisboa, em zona tranquila e com ótimos acessos.  A cerca de meia hora de Lisboa e a 15 minutos de Torres Vedras e a 20 minutos das praias do Oeste.  Sobre a igreja de São Pedro Dois Portos: Atribuída à traça do arquitecto João de Castilho (FREITAS, Ana Rosa,1994,p.63), a igreja de São Pedro de Dois Portos foi edificada no primeiro terço do século XVI. Embora o exterior do templo tenha sido completamente remodelado no século XVIII, apresentando uma fachada de gosto barroco, o interior conserva a tipologia original, onde se conjuga a planimetria de gosto classicista com elementos decorativos mudéjares e pintura de 'ornamento' tardo-maneirista.   Sobre a freguesia: Dois Portos fica aproximadamente 10Km de Torres Vedras, situa-se junto á margem do rio sizandro.  O seu nome deriva de uma lenda com dois santos (S. Andre, S. Pedro), que numa viagem de evangelização foram apanhados no mar, e tiveram de recolher a dois portos, são esses os portos que as almas devem tentar alcançar.  Outra versão aponta para a localização geográfica de freguesia num passado distante.  nesta altura eram dois portos um lago para o qual convergiam dois vale. este lugar servia assim de porto desses dois vales.   Actividades:  Cerâmicas, agricultura, indústria e comércio.  Categoria Energética: E",E,False,,,Benfica,,False,False,69500,False,Moradia para recuperar com boas áreas,,T6
False,False,,"153,44","374,18",False,Novo,,Lisboa,"A Quinta do Paço do Lumiar, com uma área de 14.557 m2, situa-se na secular freguesia do Lumiar, conhecida no século XVIII pelas suas nobres quintas, olivais e vinhas, razão pela qual esta zona está classificada no PDM de Lisboa como zona de quintas históricas no centro da cidade. A quinta do paço do lumiar fica lado a lado com o emblemático edifício do Colégio Manuel Bernardes, na Quinta dos Azulejos, do séc. XVIII. Bem perto estão também pontos de interesse cultural, histórico e social como o Museu Nacional do Traje e o Museu Nacional do Teatro, ambos inseridos num extraordinário cenário natural, o bucólico Parque Monteiro Mor. Ainda nesta freguesia de S. João Batista do Lumiar, que remonta a 1276, está edificada a bela igreja Matriz, o ultimamente reabilitado Chafariz do Boneco, o conjunto histórico da Azinhaga, uma herança preservada, e também um imenso espaço verde com cerca de 16 hectares e campo de golfe. Este espaço verde (a quinta das conchas e lilases) é uma área de elevado valor paisagístico, com equipamentos infantojuvenis, recreio, restaurante e bar, considerada já como a terceira maior mancha verde da capital. O empreendimento é composto por dezassete moradias em banda, onze T3+1 e seis T4+1, organizadas perpendicularmente ao longo de um novo arruamento que atravessa o terreno de Norte a Sul. As moradias a poente têm piscina na área ajardinada exterior do lote, enquanto as moradias a nascente têm piscina no pátio interior. Apesar de serem distintas mantêm características estruturalmente comuns. São ambas casas pátio, sendo o pátio central, o que divide a zona social da zona privada, tendo ainda em comum um corredor de distribuição que atravessa toda a casa e que funciona como elemento estruturante na organização do espaço. O projeto de arquitetura tem assinatura do Arquiteto Eduardo Souto de Moura, vencedor do prémio PRITZKER em 2011.  Categoria Energética: A",A,False,True,,Lumiar,,False,False,1837500,False,V4+1 na Quinta do Paço do Lumiar,,T4
False,False,70,"41,70",70,False,Em construção,2022,Lisboa,"Moradia T1 localizada na Graça, num dos bairros mais típicos de Lisboa, com o Panteão Nacional a dois passos, esta pequena moradia de dois pisos foi totalmente reconstruída com os mais altos padrões de qualidade.  Se o exterior respeita a história do bairro, um dos mais antigos da Europa, no interior a modernidade manifesta-se na organização do espaço, focada no aproveitamento da luz de que Lisboa é feita!  No piso de entrada, o espaço está dividido pela elegante escada que separa a cozinha e zona de refeições da sala de estar. Ainda neste piso, integrada na parede de fundo, está a casa-de-banho completa. O piso superior é ocupado pelo quarto e escritório.  Concentrando os mais tradicionais e históricos bairros da capital portuguesa, esta zona de eleição por parte de investidores é caracterizada por atravessar um período de requalificação.  A Castelhana é uma agência imobiliária portuguesa presente no mercado nacional há mais de 20 anos, especializada no mercado residencial prime e reconhecida pelo lançamento de alguns dos empreendimentos de maior notoriedade no panorama imobiliário nacional.  Fundada em 1999, a Castelhana presta um serviço integral na mediação de negócios. Somos especialistas em investimento e na comercialização de imóveis.  Em Lisboa, estamos sediados no Chiado, um dos bairros mais emblemáticos e tradicionais da cidade. E no Porto, no sofisticado bairro da Boavista.  Ficamos à sua espera. Contamos com uma equipa disponível para lhe dar o melhor apoio no seu próximo investimento imobiliário.  Contacte-nos!  Categoria Energética: F",F,False,,,São Vicente,,False,False,395000,False,"Moradia T1 na Graça, perto do Panteão Nacional, Lisboa",1,T1
False,False,150,150,100,False,Usado,,Lisboa,"DIAGONAL SPRING - AMI 15753  DESCRIÇÃO DO IMÓVEL  Moradias usadas em bom estado com ligeiras atualizações necessárias.  Consiste em duas moradias geminadas que foi tornada numa só com logradouro, sendo portanto duas escrituras.  Piso baixo: cozinha com espaço de refeição, 2 salas, 1 quarto interior, 1 wc, acesso ao logradouro com 2 anexos  Piso superior: 2 sótãos aproveitados em pé direito com janelas tipo velux, com áreas para definir 4 quartos (confortavelmente)  Perto do Palácio da Ajuda, tem a carreira 742 a passar a 50mt de casa.  Para investimento: Habite uma das moradias e arrende a outra.   LOCALIZAÇÃO  O imóvel é favorecido pela excelente localização, dado situar-se zona calma com espaços verdes na sua envolvente, numa zona privilegiada com excelentes acessos.   ÁREA ENVOLVENTE  O apartamento privilegia de comércio, serviços e escolas na envolvente, numa zona sossegada e com bastante procura dado estar perto de tudo e ser bem servido de transportes.   SOBRE NÓS  A DIAGONAL SPRING é uma marca, que opera em Portugal desde 2018, liderada por uma equipa com mais de 10 anos de experiência no imobiliário e inteiramente disponível para o ajudar em todo o processo de compra da sua nova casa!  DIAGONAL SPRING - Pense Diferente   ---------- ENG  DIAGONAL SPRING - AMI 15753  PROPERTY DESCRIPTION  Used houses in good condition with slight updates required.  It consists of two semi-detached houses that have been turned into one with a backyard, thus being two deeds.  Low floor: kitchen with dining area, 2 rooms, 1 interior room, 1 bathroom, ac-cess to the patio with 2 attachments  Upper floor: 2 attics used on the right foot with velux windows, with areas to define 4 rooms (comfortably)  Near the Palácio da Ajuda, he has the 742 career passing 50mt from home.  For investment: Inhabit one of the houses and rent the other.   LOCATION  The property is favored by the excellent location, as it is located in a quiet area with green spaces in its surroundings, in a privileged area with excellent access.   SURROUNDING AREA  The apartment privileges trade and services in the surroundings, close to everything, in a quiet area and with a lot of demand as it is close to everything and is well served by transport.   ABOUT US  DIAGONAL SPRING is a brand, operating in Portugal since 2018, led by a team with over 10 years of experience in real estate and fully available to help you throughout the process of buying your new home!  DIAGONAL SPRING - Real Estate Intelligence  Categoria Energética: E",E,False,,,Ajuda,,False,False,265000,False,Moradias na Ajuda/Lisboa (Venda conjunta),2,T4
False,False,368,,293,False,Novo,,Lisboa,"Uma moradia marcante, imponente e clássica localizada em um dos bairros mais tradicionais e verdes de Lisboa – o Bairro da Encarnação. Com localização premium, muito espaço interno, cozinha equipada, aquecimento central em cobre, quintal, jardim e garagem é perfeita para proporcionar conforto e tranquilidade aos seus moradores.  A elegância dos clássicos azulejos pintados à mão, do piso em madeira, características do clássico estilo português causam encantamento.  Os 368 m² de construção estão divididos em 3 pisos e um sótão, sendo o primeiro composto por Rol, sala de jantar, sala de estar, espaço de arrumação, casa de banho social e cozinha.  No piso inferior está a cave, garagem, lavanderia, casa de banho e, na área externa, um espaçoso quintal com churrasqueira e jardim.  No piso superior estão os 4 quartos todos em suíte, com muito espaço para arrumação e excelente iluminação, no sótão está mais uma suíte com banheira de hidromassagem.  Pronta para habitar e receber família e amigos. O Bairro da Encarnação foi construído já na década de 1930 durante o antigo regime político, idealizando a construção de um bairro com casas económicas para o proletariado. Foi criado um bairro preenchido por vivendas geminadas, numa área extensa e simétrica, com os serviços concentrados em três pólos - igreja, escola e mercado. Hoje, é uma agradável área residencial onde o sentimento de bairro é grande e os vizinhos se conhecem, zona calma, com muitas famílias, muitos espaços verdes e zonas de repouso e lazer.  Categoria Energética: C",C,False,True,,Olivais,,False,False,1100000,False,Clássica moradia T5 no Bairro da Encarnação,4 ou mais,T5
False,False,279,,279,False,Usado,1948,Lisboa,"Moradia isolada T8 no Restelo, Lisboa  Moradia, com área bruta privativa de 420m2, implantação de 172m2 e inserida em lote de 672m2, está distribuída por 3 pisos: cave, r/c e 1º andar e tem uma área de construção de 480m2. Encontra-se atualmente com inquilino, transformada em colégio e conta com um total de 20 divisões, repartidas da seguinte forma: na cave existem 4 divisões; o R/c conta com 9 divisões e o 1º andar tem 7. Situa-se numa zona prestigiada do Restelo, muito apreciada pelas embaixadas. Encontra-se numa área tranquila, com transportes públicos e a proximidade do Rio proporciona agradáveis passeios bem como visitas a museus situados bem perto.   Independent 8-bedroom villa in Restelo, Lisbon  This villa, with a gross private area of 420sqm and 172sq.m. of implantation is inserted in a plot of land of 672sqm is spread over 3 storeys: basement, ground-floor and 1st floor. It has a construction area of 480 sq.m.. Currently with a tenant and transformed into a school, it has a total of 20 rooms, distributed as follows: 4 in the basement, 9 on the ground-floor and 7 on the 1st floor.   The villa is located in a prestigious area of Restelo, very much apreciated by many embassies. It's in a quiet area, with public transports and the proximity to the River allows pleasant walks and nice visits to museums situated in the vicinities.   Villa 9 pièces à Restelo, Lisbonne  Cette villa de 420m2 de surface brute privée, 172m2 d'implantation trouve sur un terrain de 672m2. Distribuée sur 3 étages: le sous-sol, rez-de-chaussée et 1er elle présente une suface de construction de 480m2. Actuellement avec un locataire et transformée en une école, elle a 20 pièces, distribuées de la manière suivante: 4 au sous-sol, 9 au rez-de-chausée et 7 au 1er étage.  Située dans le prestigieux quartier de Restelo, très apprécié des ambassade, il s'agit d'un quartier tranquille, avec des transports en commun et la proximité du fleuve permet d'agréables promenades, ainsi que des visites à des musées très proches.  Categoria Energética: D",D,False,,,Belém,,False,False,2500000,False,"Moradia isolada T8 no Restelo, Lisboa",4 ou mais,T5
False,False,150,150,100,False,Usado,,Lisboa,"DIAGONAL SPRING - AMI 15753  DESCRIÇÃO DO IMÓVEL  Moradias usadas em bom estado com ligeiras atualizações necessárias.  Consiste em duas moradias geminadas que foi tornada numa só com logradouro, sendo portanto duas escrituras.  Piso baixo: cozinha com espaço de refeição, 2 salas, 1 quarto interior, 1 wc, acesso ao logradouro com 2 anexos  Piso superior: 2 sótãos aproveitados em pé direito com janelas tipo velux, com áreas para definir 4 quartos (confortavelmente)  Perto do Palácio da Ajuda, tem a carreira 742 a passar a 50mt de casa.  Para investimento: Habite uma das moradias e arrende a outra.   LOCALIZAÇÃO  O imóvel é favorecido pela excelente localização, dado situar-se zona calma com espaços verdes na sua envolvente, numa zona privilegiada com excelentes acessos.   ÁREA ENVOLVENTE  O apartamento privilegia de comércio, serviços e escolas na envolvente, numa zona sossegada e com bastante procura dado estar perto de tudo e ser bem servido de transportes.   SOBRE NÓS  A DIAGONAL SPRING é uma marca, que opera em Portugal desde 2018, liderada por uma equipa com mais de 10 anos de experiência no imobiliário e inteiramente disponível para o ajudar em todo o processo de compra da sua nova casa!  DIAGONAL SPRING - Pense Diferente   ---------- ENG  DIAGONAL SPRING - AMI 15753  PROPERTY DESCRIPTION  Used houses in good condition with slight updates required.  It consists of two semi-detached houses that have been turned into one with a backyard, thus being two deeds.  Low floor: kitchen with dining area, 2 rooms, 1 interior room, 1 bathroom, ac-cess to the patio with 2 attachments  Upper floor: 2 attics used on the right foot with velux windows, with areas to define 4 rooms (comfortably)  Near the Palácio da Ajuda, he has the 742 career passing 50mt from home.  For investment: Inhabit one of the houses and rent the other.   LOCATION  The property is favored by the excellent location, as it is located in a quiet area with green spaces in its surroundings, in a privileged area with excellent access.   SURROUNDING AREA  The apartment privileges trade and services in the surroundings, close to everything, in a quiet area and with a lot of demand as it is close to everything and is well served by transport.   ABOUT US  DIAGONAL SPRING is a brand, operating in Portugal since 2018, led by a team with over 10 years of experience in real estate and fully available to help you throughout the process of buying your new home!  DIAGONAL SPRING - Real Estate Intelligence  Categoria Energética: E",E,False,,,Ajuda,,False,False,265000,False,Moradias na Ajuda/Lisboa (Venda conjunta),2,T4
False,False,128,,128,False,Renovado,,Lisboa,"Fantástica moradia na Ajuda com imensa luz solar durante todo o dia.   Esta moradia é composta por dois quartos, uma casa de banho, cozinha, sala de jantar, lareira, um atelier de costura, lavandaria, arrecadação, terraço com churrasqueira e ainda usufrui de pré-instalação para casa de banho no primeiro piso.  Esta moradia traduz-se numa ótima oportunidade de investimento na Ajuda e também para quem quer residir numa zona muito sossegada, mas simultaneamente perto de tudo.   No centro e na zona mais elevada, foi construído o Palácio Nacional da Ajuda. Um palácio majestoso, que foi outrora uma 'Real Barraca', alojamento da Família Real depois do Terramoto de 1755 que destruiu o centro da cidade. Este palácio é um monumento nacional, com reconstituição da residência real. Junto ao palácio, e com vista para a belíssima Calçada da Ajuda, existe o Jardim Botânico, o mais antigo de Portugal. Aqui pode descobrir uma árvore com 400 anos, e pode desfrutar de uma vista magnífica com pano de fundo o rio Tejo, a Ponte 25 de Abril e o Cristo Rei. Depois, todo o bairro se desenrola à volta, em ruas estreitas e inclinadas, num sobe e desce constante. Um emaranhado de ruas que vale a pena vir descobrir, um autêntico labirinto. Aqui moram famílias e estudantes estrangeiros que frequentam as faculdades do alto da Ajuda. Um bairro calmo, maioritariamente habitacional, e com algum comércio local. Uma zona muito tranquila para se viver, a pouca distância da margem do rio.  Categoria Energética: D",D,False,,,Ajuda,,False,False,490000,False,Excelente moradia na Ajuda,1,T2
False,False,588,,332,False,,2007,Olivais,"» Excelente moradia de luxo com 7 quartos, situada em zona calma e pouco trânsito, a 3 minutos da estação da Gare do Oriente, Parque das Nações e frente ao Palácio da Quinta da Fonte do Anjo. » Aceita permuta por outra moradia T3 ou T4, ou apartamento T3 ou T4, em Lisboa. » Junto ao Hospital do SAMS. » A 4 minutos do aeroporto de Lisboa. » Soalho em madeira maciça. » O edifício dispõe de Panéis Solares e Fotovoltaicos. » O proprietário é fornecedor de eletricidade á EDP, com um rendimento mensal de 120€. » Ar condicionado em toda a moradia. » Aquecimento em toda a moradia. » Porta blindada. » Video Hall. » Piscina. » Churrasqueira. » Cozinha totalmente equipada, com acesso direto ao logradouro, á piscina e zona de lazer. » Garagem Box para 2 viaturas (30,70 m2). » Bastante exposição solar e luz natural. » Quartos:  7. » WC`s:  4. » Pisos:  3. • Cave. • R/C. • 1º Andar.  R/C » Hall 1 Entrada (13,50 m2). » Hall 2 Corredor  (3,90 m2). » WC Social  (2,40 m2). » Sala Estar (29,70 m2). » Sala Jantar  (20,60 m2). » Bengaleiro  (1,00 m2). » Cozinha  (19,65 m2). » Sala com lareira e recuperador de calor.  1º ANDAR » Corredor  (7,67 m2). » Despensa (2,21 m2). » Quarto 1  (13,75 m2). » Quarto 2  (10,85 m2). » Quarto 3  (13,50 m2). » WC  (3,12 m2). » Quarto 4 Suite + Closet.  (20,16 m2). » WC c/janela. (5,13 m2).  CAVE  (com janelas e pequeno jardim) » Quarto 5  (11,20 m2). » Quarto 6 - Suite (13,87m2). » Quarto 7  (18,50 m2). » WC (2,47 m2). » Sala de cinema e zona de lazer. » Zona de escritório.  Áreas: » Área Terreno:  371 m2. » Área Bruta Construção:  363,95 m2. » Área Logradouro:  250,80 m2. » Área Total:  614,75 m2. » Área Superficie Permeável Verde:  99,20 m2.  Nota: Possibilidade de permuta de moradia ou apartamento T3 / T4, em Lisboa.",B-,False,,,Rua Cidade de Nova Lisboa,,False,False,1250000,False,MORADIA LUXO T 7  OU PERMUTA (PERTO DA GARE DO ORIENTE) - LISBOA   (61,4 ou mais,T7
True,True,680,672,547,True,Novo,,Lisboa,"Casa T5 com JARDIM, PISCINA e VISTA, no centro do Restelo Belém Várias divisões, idealmente 5 suites e várias salas, 680m2 em 4 pisos com jardim de 552m2. Casa recente de arquitectura contemporânea com excelentes detalhes, acabamentos e distribuição do espaço muito prática. Rodeada de jardins esta casa está localizada numa praceta central e muito calma do Restelo, com excelente vista panorâmica sobre os jardins e rio Tejo. PISO 0 ao nivel do jardim: . Hall de entrada  . 3 salas com acesso ao jardim, incluindo sala de estar com lareira, sala de jantar e sala de cinema (55m2 +29m2 + 25m2) . Cozinha 18m2 com equipamento Siematic . Copa 5m2 . Casa de banho  . Jardim + pateo . Piscina  . casa-de-banho de apoio à piscina PISO 1: . 2 Suites com closet, casas de banho 45,5m2 + 46m2 - Phillipe Starck . Terraço 22m2 e duas varandas 11m2 + 8m2 PISO 2 - vista de rio . Sala / Escritório com salamandra 60m2 . Suite com closet 21m2 . Arrumos SEMI-CAVE: . Suite de empregados 12,5m2 . Lavandaria 12m2 . Garrafeira 8m2 . Arrumos . Garagem para 2 a 4 carros 54,5m2 . Zona exterior com lugar para mais 2 carros . casa das máquinas da piscina Equipamentos topo de gama: aquecimento central, ar condicionádo, estores metálicos com comando por rádio em todas as janelas e portas, caixilharias Technal com vidros duplos, corte térmico e laminadas; janelas Velux electrónicas; chão de madeira maciça em toda a casa excepto zona de serviço; toalheiros elétricos e espelhos com aquecimentos; portões automáticos do jardim e da garagem; sistema de alarme de intrusão em toda a casa; video porteiro; rega automática. O Restelo é dos poucos bairros de Lisboa em que a maioria das casas tem jardim, as ruas são largas, é uma zona habitacional e de embaixadas, com muita segurança e tranquilidade, com algum comércio e serviços. Este imóvel RB00858 outros no site   Categoria Energética: B",B,True,True,,Belém,,True,True,3480000,True,"Casa T5 com JARDIM, PISCINA e VISTA, no centro do Restelo...",4 ou mais,T5
False,False,180,192,170,False,Usado,1968,Lisboa,":  constituído por sala , escritório/Quarto, cozinha e uma  casa de Banho. O   tem uma casa de banho , 3 Quartos, 1 suite com varanda. Podendo ser aproveitado o Sotão para outro Quarto ou escritório. No quintal existe 3 zonas de arrumos e churrasqueira. Com acesso á autoestrada A5(ambos os sentidos) a apenas 2 minutos assim como á Avenida das descobertas, aqui está próximo de tudo e ao mesmo tempo beneficia de facto ser um bairro composto por moradias onde as crianças ainda podem andar de bicicletas e jogar á bola.",C,False,,,Belém,,False,False,750000,True,"Moradia T4 no Bairro de Caselas, Belém",3,T4
True,False,,,230,False,Renovado,2019,Lisboa,"Vende-se Moradia remodelada Triplex no Bairro Arco do Cego – Praça de Londres Lisboa, com logradouro e garagem (e estacionamento a 2 minutos na Praça de Londres, com avenças especiais para residentes).   Possui 230 m2 de construção, 3 pisos, 3 quartos (1 deles suite; todos com roupeiros embutidos), 2 WC completos e 1 WC social.  Moradia totalmente remodelada por Arquitecto de renome, projetada e concebida ao pormenor, com design distinto, contemporâneo e sofisticado; destacando-se a iluminação natural de todo o edifício e os materiais autênticos (madeira natural estruturada, vidros e outros elementos distintos).  A cave possui garagem e zona de lavandaria, com acesso directo aos pisos superiores.  No piso central, a sala com 35 m2, é o principal centro de uma ambientação; seguindo-se a cozinha completa e equipada com cerca 13 m2.   No piso superior, existe uma sumptuosa e confortável master suite (Master Bedroom Closet Concept); com acesso a um terraço solarengo privado de 11 m2.  Localizada no Bairro do Arco do Cego, junto à icónica Praça de Londres, numa das zonas mais prestigiadas e valorizadas do centro da capital.  Destaca-se pela sua centralidade e comodidades; encontra-se localizada em zona nobre e central da cidade, possui excelente visibilidade e acessibilidades (comércio, transportes, serviços, escolas). Junto ao Agrupamento de Escolas D. Filipa de Lencastre, a escassos minutos do Colégio Sagrado Coração de Maria e IST.  Desfrute do requinte da Praça de Londres/Av Roma; resida numa das Avenidas mais prestigiadas de Lisboa!  ******************************************************************************************** Sell-house new Triplex For sale House Triplex in Bairro Arco do Cego - Praça de Londres Lisboa, with parking and garage (and parking 2 minutes from Praça de Londres, with special values for residents).  The house have 230sqm of construction, 3 floors, 3 rooms (1 of them suite; all with closets), 2 complete bathroom and 1 social toillet.  House completely refunished by Architect, designed and conceived in detail, with a different, contemporary and sophisticated design; highlighting the natural lighting of all the building and authentic materials (structured natural wood, glass and other different elements).  The basement has a garage and a laundry area, with direct access to the ground floor. On the ground floor will have a living/dining room with 35sqm and a complete and equipped kitchen with about 13sqm.  On the top floor, there is a sumptuous and comfortable master suite (Master Bedroom Closet Concept); with access to a private solar terrace of 11 sqm. Located in Bairro do Arco do Cego, next to the iconic Praça de Londres, some of the most prestigious and valued areas of the capital center.  It stands out its centrality and comforts of the localization; It is located in the central area of ​​the city, with excellent visibility and accessibility (trade, transport, services, schools). Next to the Agrupamento de Escolas D. Filipa de Lencastre, a few minutes from Colégio Sagrado Coração de Maria and IST.  Enjoy the Glamour of Praça de Londres / Av Roma and live on one of the most prestigious avenues of Lisbon!",C,False,True,,Areeiro,,True,False,1300000,False,"Moradia V3 Triplex - Praça de Londres, Lisboa (com logradouro e garagem)",3,T3
True,False,"483,10",372,"483,10",True,Novo,2021,Lisboa,"A Lisboimmo apresenta-lhe este magnífico loft de 483 m2, 3 suites com possibilidade de fazer um quarto adicional e com um saguão de 40 m2, num antigo armazém industrial de Alcântara, em bairro alternativo e trendy ao pé da Fábrica LX, à beira do rio Tejo. Este loft independente foi totalmente reformado com materiais nobres e de qualidade, mantendo o charme original. O espaço de 483 m2 era um antigo armazém e foi requalificado para habitação e totalmente renovado.  O resultado é surpreendente e torna esta propriedade atípica num lugar único para se viver. O espaço foi transformado em uma casa aconchegante com uma sala de estar XXL. O desafio era, no entanto, considerável, porque o antigo armazém tinha apenas algumas janelas. Trazer luz para a sala foi essencial, razão pela qual várias janelas velux foram instalados e um pátio interior ao ar livre foi criado. Você vai adorar: o charme, os grandes volumes, os espaços abertos com esquadrias de ferro com vidro duplo, a abóbada antiga por cima de um dos quartos, o tijolo antigo em algumas paredes, as estruturas de madeira,   um pé direito de 7 metros na sala, portas de madeira maciça totalmente restauradas que se traduz no charme do carácter industrial da sua localização. A sua entrada discreta nada revela acerca deste espaço amplo e único e mergulha-o diretamente na história deste local. A entrada faz-se através de um portão metálico, com entrada de luz natural na sua parte superior, que dá acesso a um amplo pavimento revestido de mosaicos hidraulicos. Esta sala pode servir como garagem de veículos ou ser convertida num jardim interior. Existe uma garagem próxima onde é possível o aluguer de lugares de garagem . O hall de entrada dá acesso à sala de estar. Totalmente aberta, , com um pé direito de sete metros e um recuperador de calor revestido de tijolo de burro maciço antigo, a sala dá acesso para o pátio interior descoberto de 22 m2 rodeado de  vidro com caixilharia em ferro.  Entre o espírito original do edifício e a renovação, encontra-se uma justa mistura de materiais: paredes de tijolo de burro, betão polido no chão, cozinha com chão em mosaico hidráulico e bancadas em ardósia de Valongo e uma escada metálica dando acesso ao escritório/sala de televisão. Os tectos foram totalmente renovados e forrados a madeira, com a colocação de roofmate de 6 cm, placa OSB 12 mm e isolamento XPS, reaproveitando a telha antiga no telhado. As grandes aberturas para o exterior são complementadas por claraboias no teto para permitir a entrada de luz. O interior apresenta uma paleta de cores e materiais neutros e quentes: branco, verde celadon, concreto, madeira e ferro. Atrás da sala de jantar uma cozinha com lavandaria e dispensa de 30 m2 está instalada. Com uma bancada virada para a sala de jantar pode servir como área do bar. A abertura do pátio interior permite iluminar a sala e o hall e servir de local para colocação de uma mesa e poltronas. Os dois pequenos terraços por cima das galerias permitem a decoração através de plantas. A suite principal de 27 m2 ao nível da sala de estar com os seus acessos diretos ao terraço central ajudam a criar um universo acolhedor. A casa de banho adjacente, a que se acede passando pelo vestiário, foi concebida como um local de relaxamento com uma decoração cuidada. Com seus muitos acenos vintage, é também acolhedor e envolvente. A segunda suite de 35 m2, equipada com casa de banho e vestiário, fica no rés-do-chão e com telhado em abóbada. Uma escada metálica, que lembra as estruturas das antigas fábricas de Alcântara, conduz ao piso superior com uma suite e quarto de vestir de 21 e 20 m2, e uma casa de banho. Um espaço com muitas janelas com vista para o pátio interior e para a sala. Este piso pode ser facilmente redistribuído e transformado em dois quartos de forma a permitir um acesso direto e independente a cada quarto, bem como à casa de banho. As três suites e o escritório têm o chão revestido em pinho de riga e verniz invisível para salientar a cor original da madeira, mas com a devida proteção. Todas as características se combinam para fazer deste antigo armazém aberto um verdadeiro loft com um espírito industrial revisitado, uma propriedade excecional com todos os confortos modernos. Tem excelentes espaços abertos e grandes áreas luminosas que a transformam numa acolhedora e confortável casa de família com um encanto único, no coração de Lisboa. O seu espaço exterior, as suas localizações privilegiadas, perto do rio, numa zona muito aprazível perto de todos os comércios, transportes e escolas, fazem desta luminosa moradia uma excelente oportunidade para famílias. Uma oportunidade ideal para sair da zona confinada da Estrela e viver na tranquilidade e verde. Tem acesso direto em menos de 10 minutos à escola secundária francesa e ao centro comercial das Amoreiras através do Parque Florestal de Monsanto. Situado ao pé da imponente Ponte 25 de Abril, entre os bairros de Santos e Belém, o distrito de Alcântara soube se reinventar ao longo dos anos, a ponto de se tornar um dos bairros essenciais da capital portuguesa. O seu desenvolvimento atual com a renovação de antigos palácios em um hotel encantador ou um museu, confirma seu caráter único. Tem sido desde há muito uma zona industrial com as suas inúmeras fábricas e acessos rodoviários. Perante o declínio da era industrial, o distrito conseguiu se reinventar graças às suas Docas e à criação da LX Factory. Situadas em frente ao rio Tejo e à marina, as Docas de Santo Amaro tornaram-se num local popular para famílias. Reabilitados em restaurantes e bares, estes locais têm conseguido atingir uma nova população. O LX Factory é construído em torno de uma antiga fábrica têxtil, a Companhia de Fiação e Tecidos Lisbonense. Hoje é o lar de restaurantes, bares, escritórios, lojas de moda e oficinas. A LX Factory tornou-se em poucos anos o local mais trendy da capital, o suficiente para dar uma segunda vida a este magnífico bairro. É também fonte de tranquilidade e muito verde com a vizinha Floresta de Monsanto, um verdadeiro pulmão de Lisboa. À medida que se afasta do Tejo, nas alturas, encontram-se vinhas, que oferecem um panorama inesperado em pleno centro da cidade. Esta zona de Alcântara é particularmente notável pelo seu grande parque botânico da Tapada da Ajuda.  Outra vantagem de Alcântara, que hoje a torna uma das zonas mais habitáveis de Lisboa, é a sua localização. É, de facto, bem servido por inúmeros autocarros e elétricos e fica apenas a 10 minutos do centro da cidade de Lisboa. É também o local ideal para acessar as melhores praias da região. Uma linha de comboio leva diretamente a Cascais e a proximidade da Ponte 25 de Abril torna as praias da Costa da Caparica particularmente acessíveis. Partilhamos com todas as imobiliárias/profissionais em regime de 50%/50%.  **VISITAS COM PROTOCOLO  PROPRIEDADE NAO HABITADA** Como a propriedade não é habitada, a pessoa responsável pela propriedade é a única que possui as chaves. As visitas à propriedade são possíveis com restrições e um protocolo; uma distância mínima de 2 metros entre cada pessoa será respeitada durante a visita. Somente uma visita é possível por dia, com no máximo 2 pessoas por cliente. Obrigado pela sua compreensão, respeitando estas condições, colocamos tudo em vigor para respeitar as instruções estabelecidas pelas autoridades portuguesas.",,True,True,,Alcântara,,False,False,2650000,False,"LOFT totalmente renovado , 483 m2, com pátio interior ao ar livre, Alc",4 ou mais,T4
